Transfering datalog.txt ...
00:02:01.444 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.63999939, humidity:Bulkhead_BME:33.02246094,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99047852,MID_BME:1012.57049561,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.434 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06738281,MID_BME:36.22558594, pressure:Bulkhead_BME:1011.99890137,MID_BME:1012.52502441,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.489 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.03222656,MID_BME:36.33886719, pressure:Bulkhead_BME:1011.97991943,MID_BME:1012.53533936,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.545 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.03222656,MID_BME:36.27050781, pressure:Bulkhead_BME:1011.97991943,MID_BME:1012.52264404,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.601 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.27050781, pressure:Bulkhead_BME:1012.00842285,MID_BME:1012.52264404,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.656 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.29394531, pressure:Bulkhead_BME:1012.00842285,MID_BME:1012.52435303,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.712 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07910156,MID_BME:36.29394531, pressure:Bulkhead_BME:1011.98065186,MID_BME:1012.52435303,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.767 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06738281,MID_BME:36.38476562, pressure:Bulkhead_BME:1011.99096680,MID_BME:1012.52612305,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.822 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06738281,MID_BME:36.38476562, pressure:Bulkhead_BME:1011.99096680,MID_BME:1012.52612305,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.877 -> current:0.11718750 voltage:16.23046875 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.10156250,MID_BME:36.23632812, pressure:Bulkhead_BME:1011.96203613,MID_BME:1012.55181885,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.933 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.10156250,MID_BME:36.29394531, pressure:Bulkhead_BME:1011.96203613,MID_BME:1012.55657959,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:19.988 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.29394531, pressure:Bulkhead_BME:1011.93890381,MID_BME:1012.55657959,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.044 -> current:0.35156250 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.31640625, pressure:Bulkhead_BME:1011.93890381,MID_BME:1012.52709961,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.099 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.08984375,MID_BME:36.31640625, pressure:Bulkhead_BME:1011.98541260,MID_BME:1012.52709961,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.155 -> current:0.11718750 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07812500,MID_BME:36.23632812, pressure:Bulkhead_BME:1011.96813965,MID_BME:1012.53704834,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.210 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07812500,MID_BME:36.23632812, pressure:Bulkhead_BME:1011.96813965,MID_BME:1012.53704834,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.265 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.35058594, pressure:Bulkhead_BME:1011.98687744,MID_BME:1012.53076172,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.320 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.33886719, pressure:Bulkhead_BME:1011.98687744,MID_BME:1012.51470947,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.376 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.33886719, pressure:Bulkhead_BME:1011.99981689,MID_BME:1012.51470947,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.431 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.29394531, pressure:Bulkhead_BME:1011.99981689,MID_BME:1012.51702881,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.487 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.11425781,MID_BME:36.29394531, pressure:Bulkhead_BME:1011.99029541,MID_BME:1012.51702881,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.542 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.08984375,MID_BME:36.17968750, pressure:Bulkhead_BME:1011.98266602,MID_BME:1012.53533936,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.598 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.08984375,MID_BME:36.17968750, pressure:Bulkhead_BME:1011.98266602,MID_BME:1012.53533936,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.653 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.10156250,MID_BME:36.37304688, pressure:Bulkhead_BME:1011.98779297,MID_BME:1012.54278564,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.709 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.65999985, humidity:Bulkhead_BME:33.10156250,MID_BME:36.21386719, pressure:Bulkhead_BME:1011.98779297,MID_BME:1012.52117920,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.764 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.65999985, humidity:Bulkhead_BME:33.05566406,MID_BME:36.21386719, pressure:Bulkhead_BME:1011.98779297,MID_BME:1012.52117920,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.819 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.28222656, pressure:Bulkhead_BME:1011.98779297,MID_BME:1012.50610352,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.875 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.11328125,MID_BME:36.28222656, pressure:Bulkhead_BME:1011.95263672,MID_BME:1012.50610352,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.930 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.08984375,MID_BME:36.19140625, pressure:Bulkhead_BME:1011.97924805,MID_BME:1012.51812744,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:20.986 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.08984375,MID_BME:36.19140625, pressure:Bulkhead_BME:1011.97924805,MID_BME:1012.51812744,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.041 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.11328125,MID_BME:36.27050781, pressure:Bulkhead_BME:1011.97778320,MID_BME:1012.52093506,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.097 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.11328125,MID_BME:36.35058594, pressure:Bulkhead_BME:1011.97778320,MID_BME:1012.52154541,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.152 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.10156250,MID_BME:36.35058594, pressure:Bulkhead_BME:1011.95953369,MID_BME:1012.52154541,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.208 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.10156250,MID_BME:36.28222656, pressure:Bulkhead_BME:1011.95953369,MID_BME:1012.52221680,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.262 -> current:0.58593750 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.29000092,MID_BME:23.64999962, humidity:Bulkhead_BME:33.11425781,MID_BME:36.28222656, pressure:Bulkhead_BME:1011.96435547,MID_BME:1012.52221680,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.348 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06640625,MID_BME:36.28222656, pressure:Bulkhead_BME:1011.95709229,MID_BME:1012.51580811,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.403 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06640625,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.95709229,MID_BME:1012.53533936,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.459 -> current:0.23437500 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.04394531,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.96545410,MID_BME:1012.53533936,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.514 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06640625,MID_BME:36.22558594, pressure:Bulkhead_BME:1011.98266602,MID_BME:1012.54492188,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.569 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06640625,MID_BME:36.22558594, pressure:Bulkhead_BME:1011.98266602,MID_BME:1012.54492188,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.625 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07812500,MID_BME:36.20214844, pressure:Bulkhead_BME:1011.97497559,MID_BME:1012.53076172,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.680 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07812500,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.97497559,MID_BME:1012.55487061,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.735 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.97778320,MID_BME:1012.55487061,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.791 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.75000000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.31640625, pressure:Bulkhead_BME:1011.97778320,MID_BME:1012.54107666,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.846 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.06640625,MID_BME:36.31640625, pressure:Bulkhead_BME:1011.98742676,MID_BME:1012.54107666,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.901 -> current:0.23437500 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.97924805,MID_BME:1012.54797363,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:21.957 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.05566406,MID_BME:36.32714844, pressure:Bulkhead_BME:1011.97924805,MID_BME:1012.54797363,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:22.012 -> current:0.11718750 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.28000069,MID_BME:23.64999962, humidity:Bulkhead_BME:33.07812500,MID_BME:36.38476562, pressure:Bulkhead_BME:1011.98883057,MID_BME:1012.53424072,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
