Transfering datalog.txt ...
00:02:01.444 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.63999939, humidity:Bulkhead_BME:33.02246094,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99047852,MID_BME:1012.57049561,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.052 -> current:0.11718750 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.87500000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99462891,MID_BME:1012.56469727,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.107 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.87500000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99462891,MID_BME:1012.56469727,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.162 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.87500000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.33789062, pressure:Bulkhead_BME:1011.98797607,MID_BME:1012.58795166,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.217 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.87500000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.33789062, pressure:Bulkhead_BME:1011.98797607,MID_BME:1012.58795166,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.273 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:32.99902344,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99938965,MID_BME:1012.59936523,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.328 -> current:0.35156250 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:32.99902344,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99938965,MID_BME:1012.59936523,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.383 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.00000000,MID_BME:36.29199219, pressure:Bulkhead_BME:1011.98944092,MID_BME:1012.58520508,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.438 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.31999969,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99359131,MID_BME:1012.60174561,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.493 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.31999969,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.32617188, pressure:Bulkhead_BME:1011.99359131,MID_BME:1012.60174561,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.548 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.33789062, pressure:Bulkhead_BME:1011.99487305,MID_BME:1012.59075928,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.603 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.33789062, pressure:Bulkhead_BME:1011.99487305,MID_BME:1012.59075928,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.658 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.39453125, pressure:Bulkhead_BME:1012.00317383,MID_BME:1012.59252930,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.714 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.39453125, pressure:Bulkhead_BME:1012.00317383,MID_BME:1012.59252930,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.769 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.09277344,MID_BME:36.42871094, pressure:Bulkhead_BME:1011.99633789,MID_BME:1012.60687256,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.823 -> current:0.46875000 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.31999969,MID_BME:23.62999916, humidity:Bulkhead_BME:33.05761719,MID_BME:36.39453125, pressure:Bulkhead_BME:1012.00732422,MID_BME:1012.57153320,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.879 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.31999969,MID_BME:23.62999916, humidity:Bulkhead_BME:33.05761719,MID_BME:36.39453125, pressure:Bulkhead_BME:1012.00732422,MID_BME:1012.57153320,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.933 -> current:0.11718750 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.32617188, pressure:Bulkhead_BME:1012.01873779,MID_BME:1012.57531738,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:02.989 -> current:0.35156250 voltage:16.23046875 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.32617188, pressure:Bulkhead_BME:1012.01873779,MID_BME:1012.57531738,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.044 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.06835938,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99560547,MID_BME:1012.56396484,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.099 -> current:0.35156250 voltage:16.23046875 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.06835938,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99560547,MID_BME:1012.56396484,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.154 -> current:0.35156250 voltage:16.23046875 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.39453125, pressure:Bulkhead_BME:1011.99047852,MID_BME:1012.57086182,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.210 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.39453125, pressure:Bulkhead_BME:1011.99047852,MID_BME:1012.55200195,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.265 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.38281250, pressure:Bulkhead_BME:1012.00079346,MID_BME:1012.55200195,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.319 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.31445312, pressure:Bulkhead_BME:1012.03424072,MID_BME:1012.56842041,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.375 -> current:0.23437500 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.04589844,MID_BME:36.31445312, pressure:Bulkhead_BME:1012.03424072,MID_BME:1012.56842041,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.430 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.09179688,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99835205,MID_BME:1012.56396484,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.485 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.09179688,MID_BME:36.36035156, pressure:Bulkhead_BME:1011.99835205,MID_BME:1012.56396484,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.540 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.62500000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:32.97558594,MID_BME:36.33789062, pressure:Bulkhead_BME:1012.01220703,MID_BME:1012.56329346,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.595 -> current:0.35156250 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:32.97558594,MID_BME:36.33789062, pressure:Bulkhead_BME:1012.01220703,MID_BME:1012.56329346,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.650 -> current:0.23437500 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.03417969,MID_BME:36.25781250, pressure:Bulkhead_BME:1012.00762939,MID_BME:1012.55303955,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.706 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.36035156, pressure:Bulkhead_BME:1012.01623535,MID_BME:1012.57666016,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.760 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.02246094,MID_BME:36.36035156, pressure:Bulkhead_BME:1012.01623535,MID_BME:1012.57666016,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.815 -> current:0.35156250 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.05761719,MID_BME:36.33789062, pressure:Bulkhead_BME:1012.00592041,MID_BME:1012.57257080,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.870 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.05761719,MID_BME:36.33789062, pressure:Bulkhead_BME:1012.00592041,MID_BME:1012.57257080,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.925 -> current:0.46875000 voltage:16.34765625 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.10351562,MID_BME:36.32519531, pressure:Bulkhead_BME:1011.97076416,MID_BME:1012.56951904,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
00:02:03.981 -> current:0.46875000 voltage:16.28906250 servo:PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500,PWM:1500 internalStates:Operational:1,KillSwitch:1, temps:IMU_Temp:24.00000000,ESC_Temp:24.68750000,Orin_Temp:23.81250000,Bulkhead_BME:25.30999947,MID_BME:23.62999916, humidity:Bulkhead_BME:33.10351562,MID_BME:36.32519531, pressure:Bulkhead_BME:1011.97076416,MID_BME:1012.56951904,EXTpressure:0.00000000,EXTtemperature:20.00000000,EXTdepth:-10.36080742,
